TRAJECT;N_SP_NAAR;TRJ_NAAR;N_SP_VAN;TRJ_VAN;SEGMENT_IDENTIFICATIE;SPOORLIJNNAAM;RICHTING_IN_SPOORLIJN;SPOORLIJN_VAN;SPOORLIJN_TOT;SEGMENT_LRS_VAN;SEGMENT_LRS_TOT;BEGIN_TRJ;EIND_TRJ;BEGIN_WISSEL_TRJ;ABC;VERSIE_DATUM;VERSIE_GELDIG;VERSIE_NUMMER
Bd-Tb;AH;Tb;AI;Bd;fa21acc0-5644-41cc-8c0d-893c93536b1e95d034f2-88cb-4da3-ac29-c4178f9901e7;AI-AH;100-0;20669877;20710246;36470;-3899;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;ea46cd7d-5792-81fe-17fc-afe0bb7cbf69;AI-AH;0-100;20710246;20716864;3899;10517;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;2bed503f-9b55-4450-b51f-cfeea6a96f627a234631-7447-4ecf-939e-dafe8743c274;AI-AH;0-100;20716864;20757233;-3899;36470;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;d10762a1-52bc-3ec1-5ef2-75dbd679e3b9;AI-AH;0-100;20757233;20874035;36470;153272;;;;A;20230424;C;21
Bd-Tb;AH;Tb;AI;Bd;05953903-0a13-4560-bb15-e9019e238113c14fd10d-2456-47af-90d6-6df8f573c36f;AI-AH;100-0;20874035;20914404;36469;-3900;;EIND;;A;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;0ebebfce-a67b-8a5b-2cfa-187fa239af47;SA-SM;100-0;0;364964;4500;369464;BEGIN;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;cc0ef0c8-ddf2-9b57-6f81-9d3445bcdca7;SA-SM;100-0;364964;836403;369464;840903;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;b8d19072-f053-4879-ba31-b33554f7adaeb523edb3-4948-4f32-9b30-816be3668f80;SA-SM;0-100;836403;894321;-4500;53418;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;23418e14-23a6-2ee5-49ee-443e1233a0c7;SA-SM;100-0;894321;1861987;53418;1021084;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;5de12d48-b245-9a06-ac55-2c6e764c8ac6;SA-SM;100-0;1861987;2087214;1021084;1246311;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;bb7b513c-9bb9-4235-b873-7473d870538bdc94ddca-a1ed-49cb-81ff-e76a0920cdd2;SA-SM;100-0;2087214;2149852;58139;-4499;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;54d9a056-a143-1ab6-7f68-0e2b089d1b5b;SA-SM;100-0;2149852;2561818;4499;416465;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;b5579154-121e-4059-a911-754ce006d1bd;SA-SM;100-0;2561818;4396837;416465;2251484;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;317899dc-253b-484f-be71-111bec133db53e64709a-b291-4f8d-8708-70baba43ed3d;SA-SM;100-0;4396837;4461869;61122;-3910;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;5d7fda2e-1361-4664-954d-3d1ed21603c5;SA-SM;100-0;4461869;4476746;3910;18787;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;d956165e-0fe9-4ab1-af8d-097437e6053ce57446fe-c6eb-4587-a319-28f559575c78;SA-SM;0-100;4476746;4541832;-3905;61181;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;0972fe44-136b-436d-b106-486e908d52d8;SA-SM;100-0;4541832;5112055;5870988;5300765;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;04057cef-7469-f98a-59c1-5566c6aa5679;SA-SM;0-100;5112055;9954900;5300765;457920;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;dad6eadd-4cec-df62-9c52-0fedf12e2ef5;SA-SM;0-100;9954900;10408920;457920;3900;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;289c084e-83ed-4602-bbb4-f48c491ab5647aa59fdd-d474-4ad0-b488-49bf29bd1b68;SA-SM;0-100;10408920;10446228;-3900;33408;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;33b8839b-678c-4f87-8ad2-6f8b8ceac044bf21b0ca-ca2b-4dcb-9147-41a9400ccadc;SA-SM;100-0;10446228;10483336;33208;-3900;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;58825525-2baa-9781-cb6a-44879759c6d4;SA-SM;0-100;10483336;11025064;3900;545628;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;c7afcdfb-940c-40db-96b1-9949994ece6e90c9d763-27bf-4a3e-9b64-014d4bd83702;SA-SM;100-0;11025064;11090115;61151;-3900;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;83c802a6-1907-a758-2784-159c0f9a76ba;SA-SM;0-100;11090115;11366490;3900;280275;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;0f343e14-5d71-4bd2-a496-0772dbbac48690b690cf-7c86-4e32-855b-cd15fb3ae735;SA-SM;0-100;11366490;11406860;-3900;36470;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;d5dd7a85-624f-a49d-465f-b905e9604931;SA-SM;0-100;11406860;17203986;36470;5833596;;;;B;20230424;C;21
Asd-Hlm;SM;Hlm;SA;Asd;b06bb6b1-431f-46d9-5f98-de1ce0f6157e;SA-SM;0-100;17203986;17410167;5833596;6039777;;EIND;;B;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;bdbdfe43-c8f1-4eee-88b8-eab480714b670b648b39-11b9-42f5-a5df-287a68b203ad;OA-OG;0-100;0;62407;-4500;57907;BEGIN;;279;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;e0477006-c2a3-672e-7db7-2193f7a476a6;OA-OG;0-100;62407;180941;57907;176441;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;dcbadb56-ac68-bd23-518f-f923329fa5c0;OA-OG;0-100;180941;380614;176441;376114;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;a69b6f7a-0801-f785-a8b3-f9a4008bdb56;OA-OG;0-100;380614;7843532;376114;7839032;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;c6e35dfb-c2a3-42f8-b5e6-b8261600399fbf4165c9-294a-4e35-b5d5-a17cb153285b;OA-OG;0-100;7843532;7906163;-4499;58132;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;163cddfd-bd85-1877-7f46-8fba2b760711;OA-OG;0-100;7906163;8072205;58132;224174;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;792a2bea-7395-46c2-8cef-0b746b6e1b8258082c00-67ab-4469-9f24-f3ab387893f0;OA-OG;100-0;8072205;8134837;58132;-4500;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;32405dc7-462a-b5f0-ce46-b4bdac291e2b;OA-OG;0-100;8134837;19751152;4500;11620815;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;d933d837-f597-4123-b8c3-09d503e7b08c74bbf05c-d7ba-4329-b243-d1d48444d239;OA-OG;100-0;19751152;19792190;36538;-4500;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;0dd70ba3-5c34-10d0-a373-2d4f8125a48b;OA-OG;0-100;19792190;23772800;4500;3985110;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;1cbbd11d-a008-4a1f-aa0e-e55680f858b774531b33-db5d-4df7-9060-d4c8087fbad4;OA-OG;100-0;23772800;23813169;36469;-3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;9e812deb-5c7c-c224-4244-3336d86376b3;OA-OG;0-100;23813169;23824573;3900;15304;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;7efc6116-4bdb-4e8c-b3d7-f41e60b814fb95a3d8c3-0736-48b7-93aa-7d4469db6fdf;OA-OG;0-100;23824573;23864943;-3899;36471;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;eef31595-6ad4-5353-adb5-3b064aaa30c5;OA-OG;0-100;23864943;32981283;36471;9152811;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;20c766f4-a166-4a66-a30e-159739e311180877271a-b1ae-43a1-98ee-999c37b6d6d0;OA-OG;100-0;32981283;33021653;36470;-3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;0ed0af4d-05c3-cab4-17da-dcf62593be60;OA-OG;0-100;33021653;33046416;3900;28663;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;bbf249b3-baa2-4cd9-a0e6-4dd9fad7ddb2d627091a-5ebf-468b-b375-d66129b0baf8;OA-OG;0-100;33046416;33086786;-3900;36470;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;398dbf64-eabe-b173-a54a-22a7d3ebbc58;OA-OG;0-100;33086786;33702706;36470;652390;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;3885bd54-756e-4942-8746-9293f80b28e6827ef2b0-27e4-4d6c-9fe2-1915d9ceb76b;OA-OG;100-0;33702706;33741271;34065;-4500;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;2eecfaf5-4232-6e83-c73d-7b2b6eb4d8bb;OA-OG;0-100;33741271;33745340;4500;8569;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;ef8cbf9e-3a75-4342-9ac3-99d49cd6cfa6ed95dab6-029c-423e-8775-244ab1e97c99;OA-OG;0-100;33745340;33783905;-4499;34066;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;0c8da50c-a67a-adbe-c3dc-a684e2194b7c;OA-OG;0-100;33783905;47790421;34066;14040582;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;694126fb-f9eb-8363-0f04-27e0e9ff7a8d;OA-OG;0-100;47790421;48269604;14040582;14519765;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;28b142a0-72da-490b-a755-bf0d5b73bf4303aeccc9-024e-4aa9-89e5-eac0ea0378eb;OA-OG;100-0;48269604;48334650;61145;-3901;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;1a59094c-6e60-d6d5-9726-1c1a5a6bd894;OA-OG;0-100;48334650;48446987;3901;116238;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;10831433-2be4-4123-9ef0-72910d43817733dcc0fc-7630-4e72-9632-2396d6d06d89;OA-OG;0-100;48446987;48512032;-3900;61145;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;e0855be0-f7e5-70e9-8f9a-e50106cadc7d;OA-OG;0-100;48512032;49273514;61145;822627;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;e35ef913-f78c-4043-ae38-ad4564a6f516a5266a87-b57f-44d1-8cfe-66d2679f1980;OA-OG;100-0;49273514;49338559;61145;-3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;9086da07-cb55-0a4a-bb70-472e785d8186;OA-OG;0-100;49338559;49999963;3900;665304;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;fda977db-7e01-43bb-ac3a-d3ea8f62e07fe39ec8d4-92a8-4b03-b7fb-d91b76123f63;OA-OG;0-100;49999963;50065008;-3900;61145;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;e81956c6-4fd3-d8f5-1d62-786a3551cfd7;OA-OG;0-100;50065008;50179952;61145;176089;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;79a31a7f-68f4-4658-a239-e448f275ff1384b4ed1e-3ade-48d2-b199-bbe5037aa597;OA-OG;100-0;50179952;50244997;61144;-3901;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;b19a99a8-c0fa-617d-1c97-9671f4df5d11;OA-OG;0-100;50244997;50298119;3901;57023;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;566b86f7-4614-a4c9-0c17-2bba9a1944d9;OA-OG;0-100;50298119;66975399;57023;16734303;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;28b3d8a3-3d89-4043-9950-39962eb3e5e9b30ddbbb-57be-4813-83f3-df2ffaba61c4;OA-OG;100-0;66975399;67040445;61270;-3776;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;722dc625-7e26-57ed-49f3-a53e1b1e0186;OA-OG;0-100;67040445;67121670;3776;85001;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;c523d219-7c61-4c2b-aa2b-a719f60db21e44eb60e0-c913-4ef7-b1fa-7284c57b5e22;OA-OG;0-100;67121670;67186716;-3900;61146;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;fd6eadd4-57bd-0b85-a7ec-6e1523785e7a;OA-OG;0-100;67186716;69700301;2550055;36470;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;aa9c29d1-d78b-457c-920a-4cefc811fa964c111159-89f5-41e6-a494-c4eb4c7498df;OA-OG;100-0;69700301;69740671;36470;-3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;f5903eeb-cee7-4236-9ffe-738185f924307bb142de-c55b-4c22-b142-9b7bce4b1376;OA-OG;100-0;69740671;69781041;36470;-3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;2e81a241-21ce-be1e-9b40-1d325003cb4f;OA-OG;0-100;69781041;69784319;7178;3900;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;920da38d-8566-403c-8134-12ef5df44035d0497bc1-0f74-4669-8e81-961a16f4dda8;OA-OG;0-100;69784319;69849364;-3900;61145;;;;A;20230424;C;21
Mp-Hrn;OG;Hrn;OA;Mp;be503a31-5bec-02fa-d36a-40ffa3919cd8;OA-OG;0-100;69849364;69917241;71778;3901;;EIND;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;24f878a9-d262-010e-4308-1c6a5aabafb2;ED-EC;0-100;0;49422;3900;53322;BEGIN;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;14fec790-d7cf-8c2c-126e-e80de7536fa8;ED-EC;0-100;49422;551172;53322;555072;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;9cdd2931-7582-82b6-3b50-1d2608de6da8;ED-EC;0-100;551172;1638833;555072;1642733;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;ea8321e1-af16-4e49-b98b-9cc79a4adf4c4cedbfcb-ab3b-4624-a460-cbe97c234d17;ED-EC;0-100;1638833;1703877;-3900;61144;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;b7bffba3-fbcc-e44b-5352-1fecf4990363;ED-EC;0-100;1703877;19940750;18290291;53418;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;48edee82-5ab1-4488-bedf-3d2665423f3e67a942eb-6149-4ace-92a4-7075c37d64dc;ED-EC;100-0;19940750;19998668;53418;-4500;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;d732098e-256a-5940-a37f-e4388a25c60f;ED-EC;0-100;19998668;20272852;4500;278684;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;4c625297-7d5a-2f65-19cb-4941b1b68408;ED-EC;0-100;20272852;31236407;278684;11242239;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;a8c10ab8-890c-8f27-a983-778806e83e98;ED-EC;0-100;31236407;31555587;11242239;11561419;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;cdc59cde-6629-4824-aa2a-32ceea2054c76fc69670-ebcc-4d4e-a462-1d481f49bfc9;ED-EC;0-100;31555587;31595957;-3900;36470;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;fbb32099-c83c-d2d8-a218-3c9f321b8f94;ED-EC;0-100;31595957;31955619;36470;396132;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;4a4c8a1d-44ce-4234-bb81-5e77bdf1c6f001a8970a-7498-409f-b11f-c0f7baea361b;ED-EC;100-0;31955619;32009323;49804;-3900;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;6a9ebda5-aa21-af38-3f44-ec2fd216b841;ED-EC;0-100;32009323;32038492;3900;33069;;;;A;20230424;C;21
Esta-Tl;EC;Tl;ED;Esta;e01f463a-132a-42a3-8aae-5c202f1d61bcb3652c05-7bc0-48f6-b3ee-cfffb947abe4;ED-EC;100-0;32038492;32078862;36470;-3900;;EIND;;A;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;533397a7-a90d-4499-9035-34f9dfb315b352189651-9e66-4fd0-a788-2baafe1ff25b;WN-WO;0-100;0;62632;-4500;58132;BEGIN;;231A;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;6d4cf02e-67bc-94b1-f59a-d59b27e4c7e0;WN-WO;0-100;62632;171287;58132;166787;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;842ecf3e-cb92-312e-c1b7-0ff29ec81494;WN-WO;0-100;171287;171553;166787;167053;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;64744fde-8994-4dce-9a86-904f98de42d004db42cd-0c1e-4349-93ab-c0c84ae4a402;WN-WO;100-0;171553;211888;35835;-4500;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;c893299b-d583-c71f-daad-a1ecc0219c3a;WN-WO;0-100;211888;6600299;6422476;34065;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;6f7d1f68-b739-43ef-ba42-b102159a0088c946f648-4b31-4558-a37d-70a451fb92f3;WN-WO;100-0;6600299;6638864;34065;-4500;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;d779e6f6-1cc8-ff33-066b-5ee22e480fe2;WN-WO;0-100;6638864;6700171;4500;65807;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;f21c217c-6508-4bc8-9f86-7691a6b08de1c704efbb-2ca2-42ef-8856-a725a28c0eea;WN-WO;0-100;6700171;6738737;-4501;34065;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;b649715c-d731-a011-e1bf-4c6b8deec434;WN-WO;0-100;6738737;7695810;34065;991138;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;a3e01c95-f38f-4a96-8fb9-54ce17f851725a2c84ec-5d96-4b15-bc7a-7cc66a34600a;WN-WO;100-0;7695810;7760866;61156;-3900;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;e14fe471-a402-7bf1-781d-64a86ae28e3c;WN-WO;0-100;7760866;7763956;3900;6990;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;050ab14b-31c0-457b-8b6b-f00312f693f81d2ed208-a661-445f-a804-5dd4c837b4b9;WN-WO;0-100;7763956;7806740;-3900;38884;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;303055ec-a4fe-e1c4-5935-6c55e9938067;WN-WO;0-100;7806740;11387029;38884;3619173;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;6a55420a-d725-fa66-17fd-02ac3a00b026;WN-WO;0-100;11387029;11433200;3619173;3665344;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;9849bd61-8e42-4f83-af56-3736d0c89215e9a2bd65-d4e1-4f8c-a612-3787a6de9ee2;WN-WO;0-100;11433200;11498244;-3899;61145;;;;B;20230424;C;21
Utg-Zd;WO;Zd;WN;Utg;de08641a-889a-240c-20cd-8d9b6388a13a;WN-WO;0-100;11498244;12095334;61145;658235;;EIND;;B;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;fec02fad-18b5-421c-831f-40e8dd2685f6349fde06-2537-48ad-b4a8-c204d9aeac2f;BN-BR;0-100;0;53041;-3600;49441;BEGIN;;2611;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;ae103d19-0069-4f43-9a57-ef4b125c46d2;BN-BR;100-0;53041;249036;5668851;5472856;;;;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;07ffd59c-0d13-38d6-04af-6f5fa4b933a5;BN-BR;0-100;249036;453560;5472856;5268332;;;;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;27f2a76a-e26a-4101-b6dc-596956d577f3;BN-BR;0-100;453560;3158057;5268332;2563835;;;;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;3d828f03-d845-31b2-18ba-6e60c44432a7;BN-BR;0-100;3158057;4154956;2563835;1566936;;;;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;a3f04ff1-21fc-4c2b-8f0f-535882555b02;BN-BR;0-100;4154956;5632546;1566936;89346;;;;D;20230424;C;21
Ut-Bkp;BR;Bkp;BN;Ut;b3d283dc-5336-4657-9f3e-09cefa116864e0835463-24b5-4570-a4da-44722fd7aaaa;BN-BR;100-0;5632546;5727593;89346;-5701;;EIND;;D;20230424;C;21
Ypb-Gv;CZ;Gv;184;Ypb;e0d294bb-161d-4ad6-ab46-bb202c2db0b5a3adede9-0c9b-4e41-8468-bba2b0d0e6bc;184-CZ;0-100;0;65045;-3900;61145;BEGIN;;173;B;20230424;C;21
Ypb-Gv;CZ;Gv;184;Ypb;23f40064-adf8-cb9a-fc81-ee20ac086db0;184-CZ;0-100;65045;1408248;61145;1404348;;;;B;20230424;C;21
Ypb-Gv;CZ;Gv;184;Ypb;badd182b-6ec6-4769-9841-f7b532a11d173b848735-ae4d-4d27-9f16-2a6cc35866f3;184-CZ;100-0;1408248;1473293;61145;-3900;;;;B;20230424;C;21
Ypb-Gv;CZ;Gv;184;Ypb;4c0bef59-5058-43d0-374e-c0baf3759265;184-CZ;0-100;1473293;4842887;3900;3373494;;;;B;20230424;C;21
Ypb-Gv;CZ;Gv;184;Ypb;7538de80-ae13-61f0-bb38-d8b7a1ce8efd;184-CZ;0-100;4842887;4907464;3373494;3438071;;EIND;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;b560f76e-87ba-4c10-a177-4cce6168cbbff354d063-6e48-499a-8b00-cc8ccbad81a2;EW-WY;0-100;0;59997;-4500;55497;BEGIN;;233;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;0b218cf6-c5f0-4b59-855a-b574fe2b20f0df1a479f-f8ff-4d5b-b535-97c631f2de72;EW-WY;100-0;59997;103384;20376;-23011;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;237236ea-e067-10b1-16a2-e220e8cd52fe;EW-WY;0-100;103384;111662;23011;31289;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;e7a1601f-d1e7-4a8b-a119-c145b8777eeda723f20d-efb3-4d77-88cd-9dab6d4cc58d;EW-WY;100-0;111662;174293;58131;-4500;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;9f96eb0a-f6e8-b1c6-8d29-0824b71924ab;EW-WY;0-100;174293;1468539;4500;1298746;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;5709840c-8751-49c3-449f-11c8f6c112d5;EW-WY;0-100;1468539;2201876;1298746;2032083;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;3ae775c0-ed70-4941-ab7c-036a45c5f818560d9a32-e987-4b83-9de4-b3a2c973db1f;EW-WY;100-0;2201876;2264503;58127;-4500;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;d06140cc-1a31-c591-8b3d-1e2750a5d736;EW-WY;0-100;2264503;2281077;4500;21074;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;81cad741-4c88-48ee-961e-e92b842005813cb31bca-34a5-48b0-9dbf-3c6291cde749;EW-WY;0-100;2281077;2343704;-4500;58127;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;3c4a1b91-a16b-16d6-31b1-7a1c6690db0d;EW-WY;0-100;2343704;11376762;58127;9091185;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;ba67e474-58d6-1981-b991-f9336217c33a;EW-WY;0-100;11376762;11416493;9091185;9130916;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;a3587942-4500-4996-917c-bba306789387ff26ba69-3214-4cfe-b57d-fe31d226b69d;EW-WY;0-100;11416493;11481537;-3899;61145;;;;B;20230424;C;21
Va-Zv;WY;Zv;EW;Va;b347ae03-e6f9-021a-33c2-5e16e6d88a97;EW-WY;0-100;11481537;11844105;61145;423713;;EIND;;B;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;5ce053f3-a116-eaad-280f-84907e3a89e0;WA-DZ;0-100;0;258110;3900;262010;BEGIN;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;bf62d95c-4ef4-6df6-fd96-9f58ef4f2ec0;WA-DZ;0-100;258110;453604;262010;457504;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;5b8f71c7-59b3-6306-da80-b5f812479550;WA-DZ;0-100;453604;11696110;457504;11700010;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;2778bacb-8a10-424d-9f92-bdb3ddc96a5a698d236f-937a-442b-9d46-cb75ebd0c9ae;WA-DZ;0-100;11696110;11734675;-4500;34065;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;19225146-c6d5-b83e-10a2-ab400686f5ec;WA-DZ;0-100;11734675;12009743;34065;309133;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;04d1e11d-7c1a-4164-b8a5-7fec607f6e1e7b7b5c46-6810-47cf-8b03-2c3fdeebfbc3;WA-DZ;100-0;12009743;12050077;35834;-4500;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;9fd50778-7d36-6209-d396-6e0ae7a34882;WA-DZ;0-100;12050077;20127618;4500;8082041;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;4df00b96-696b-481e-8172-a28599531d6c67ccdd33-7476-405c-8250-c944627aa0de;WA-DZ;0-100;20127618;20167953;-4500;35835;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;6bbec2a7-191e-b6cf-132a-06b67fccc537;WA-DZ;0-100;20167953;20646036;35835;513918;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;8520b346-60f1-4c2b-9213-fc789d6caf7460d0be90-1aa6-4ae5-ba30-a2ddf708904e;WA-DZ;100-0;20646036;20684602;34066;-4500;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;815680d3-f8db-690d-6784-81a9f5a30c46;WA-DZ;0-100;20684602;26948563;4500;6268461;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;e2e7b159-fab5-4f37-8b27-95b31f11d258e9be9af0-6209-4d2e-8d67-7a77aea1bda4;WA-DZ;0-100;26948563;26987129;-4500;34066;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;58689884-7206-c83f-b810-6e37cd2ea145;WA-DZ;0-100;26987129;27315575;34066;362512;;;;A;20230424;C;21
Ww-Zv;DZ;Zv;WA;Ww;560577d2-bee2-4396-a49a-0a8d56378f1a4f5731fc-a5e3-47af-a982-2fc6dcda96a2;WA-DZ;100-0;27315575;27354140;34065;-4500;;;;A;20230424;C;21
