SPOORTAK_IDENTIFICATIE;RICHTING;SPOORTAK_ASL;PERCENT_ASL;RICHTING_ASL
539_55BqV_79.2;0-100;539_55BR_79.2;0,275602;0-100
539_45BqV_79.3;100-0;539_47AL_79.2;0,877373;0-100
539_45BqV_79.3;0-100;539_45AR_79.2;83,940081;100-0
553_311BqV_22.3;100-0;433_61V_4.7;99,636459;100-0
553_311BqV_22.3;0-100;553_303V_22.3;16,836238;100-0
553_311BpV_22.3;100-0;553_313R_22.3;98,171135;0-100
553_311BpV_22.3;0-100;553_309BV_22.3;29,157926;100-0
817_1247qV_200.2;100-0;817_1249L_200.1;48,302415;0-100
817_1247qV_200.2;0-100;817_1243V_200.1;42,231598;100-0
618_57BqV_58.9;100-0;618_61L_58.9;57,519148;0-100
618_57BpV_58.9;100-0;618_61R_58.9;2,503586;0-100
035_141pV_52.9;100-0;035_143AR_52.8;9,166831;0-100
035_141pV_52.9;0-100;035_141L_52.9;9,595812;0-100
817_1259BpV_200.3;100-0;817_1265R_200.3;12,279907;0-100
817_1259BpV_200.3;0-100;817_1259BL_200.3;17,393691;0-100
817_1259BqV_200.3;100-0;817_975V_200.3;58,106038;100-0
528_39BqV_28.8;100-0;528_45AL_28.7;35,729807;0-100
057_43R_11.2;100-0;057_43V_11.2;0;0-100
057_43R_11.2;0-100;618_259R_1.7;100;100-0
017_31BV_62.1;0-100;017_43AL_69.5;0;0-100
017_31BV_62.1;0-100;017_43AR_69.5;0;0-100
626_11AL_32.2;100-0;626_5BV_32.0;100;100-0
626_11AL_32.2;0-100;626_11BV_32.3;0;0-100
305_54R_17.8;100-0;305_54V_17.8;0;0-100
305_54L_17.8;100-0;305_54V_17.8;0;0-100
542_1203V_29.8;100-0;542_501V_29.7;100;100-0
542_1203V_29.8;0-100;542_510V_30.2;100;100-0
078_205BR_64.9;100-0;078_205BV_64.9;0;0-100
078_205BR_64.9;0-100;522_233AL_58.4;100;100-0
078_205BR_64.9;0-100;522_231AL_58.2;100;100-0
486_937L_;100-0;486_937V_;0;0-100
531_2609V_34.7;0-100;531_2671L_34.7;0;0-100
531_2609V_34.7;0-100;531_2671R_34.7;0;0-100
531_2671L_34.7;0-100;531_2673V_34.9;0;0-100
626_27BV_32.4;0-100;626_43V_32.8;0;0-100
626_23BV_32.4;100-0;626_3AR_31.7;100;100-0
626_23BV_32.4;0-100;626_27AL_32.4;0;0-100
626_23BV_32.4;0-100;626_25BL_32.4;100;100-0
210_5L_11.6;100-0;210_5V_11.6;0;0-100
531_2555R_34.5;0-100;531_2567R_34.5;0;0-100
531_2555L_34.5;0-100;531_2561V_34.6;0;0-100
802_800L_100.6;100-0;802_800V_100.6;0;0-100
802_800L_100.6;0-100;802_801L_100.6;0;0-100
802_800L_100.6;0-100;802_801R_100.6;0;0-100
802_800R_100.6;100-0;802_800V_100.6;0;0-100
802_800R_100.6;0-100;802_802L_100.7;0;0-100
802_800R_100.6;0-100;802_802R_100.7;0;0-100
802_801R_100.6;0-100;802_804V_101.3;0;0-100
625_307AL_14.5;0-100;625_315BV_14.3;0;0-100
513_45L_24.6;100-0;513_45V_24.6;0;0-100
603_149BL_3.4;100-0;603_151AL_3.4;0;0-100
603_149BL_3.4;0-100;603_3135L_3.1;0;0-100
603_149BL_3.4;0-100;603_3079L_2.5;100;100-0
549_283R_70.9;100-0;549_283V_70.9;0;0-100
611_2303V_105.1;0-100;611_2305L_105.3;0;0-100
611_2303V_105.1;0-100;611_2305R_105.3;0;0-100
076_1651R_12.2;0-100;076_1661V_12.4;0;0-100
076_1659R_12.3;0-100;076_1661V_12.4;0;0-100
564_971L_23.7;0-100;564_977V_24.0;0;0-100
531_2613L_34.5;0-100;531_2615V_34.6;0;0-100
531_2615V_34.6;0-100;531_2663L_34.7;0;0-100
531_2615V_34.6;0-100;531_2663R_34.7;0;0-100
503_907L_42.9;0-100;503_908L_42.9;0;0-100
503_907L_42.9;0-100;503_908R_42.9;0;0-100
503_131R_43.1;0-100;503_133AL_43.0;0;0-100
503_131R_43.1;0-100;503_133AR_43.0;0;0-100
524_297V_71.5;0-100;524_303AL_71.5;0;0-100
524_297V_71.5;0-100;524_303AR_71.5;0;0-100
534_1023AR_44.9;0-100;534_1023BV_45.1;0;0-100
524_293AR_71.3;0-100;524_297V_71.5;0;0-100
093_1007L_5.8;0-100;546_1015L_4.5;0;0-100
093_1007L_5.8;0-100;546_1015R_4.5;0;0-100
555_281AL_83.5;0-100;555_285AL_83.6;0;0-100
506_560R_43.6;0-100;506_631V_44.1;0;0-100
506_603L_43.6;100-0;506_603V_43.6;0;0-100
506_603L_43.6;0-100;506_611V_43.8;0;0-100
506_603R_43.6;100-0;506_603V_43.6;0;0-100
506_603R_43.6;0-100;506_610V_43.8;0;0-100
506_657L_44.4;0-100;506_658L_44.4;0;0-100
506_657L_44.4;0-100;506_658R_44.4;0;0-100
520_59R_0.1;0-100;520_63L_0.2;0;0-100
520_59R_0.1;0-100;520_63R_0.2;0;0-100
504_65BV_18.3;0-100;504_83V_18.7;0;0-100
504_63AR_18.3;0-100;504_69AR_18.3;0;0-100
543_175AR_45.3;0-100;543_191AL_45.4;0;0-100
543_175AR_45.3;0-100;543_191AR_45.4;0;0-100
504_71AL_18.3;100-0;504_71AV_18.3;0;0-100
618_115BqV_51.0;100-0;618_121AR_51.1;12,43502;0-100
555_355pV_84.2;0-100;555_269L_83.5;96,472101;100-0
555_267BqV_83.6;100-0;555_269L_83.5;2,621309;0-100
485_59ApV_100.9;100-0;485_58AL_100.9;57,281115;100-0
485_58AqV_100.9;0-100;485_58AL_100.9;44,015797;0-100
506_89BqV_43.9;0-100;506_87AR_43.9;60,327594;100-0
506_85pV_43.9;100-0;506_87AR_43.9;35,048328;0-100
586_2505BpV_80.2;100-0;586_2511BL_80.3;58,431472;100-0
586_2511BpV_80.3;0-100;586_2511BL_80.3;41,568528;0-100
560_1275ApV_24.9;100-0;560_1277AR_25.0;59,342094;100-0
560_1235BqV_24.9;100-0;560_1277AR_25.0;40,708656;0-100
504_53BpV_18.2;100-0;504_55BL_18.3;60,889225;100-0
504_55BpV_18.3;0-100;504_55BL_18.3;39,115586;0-100
504_53BqV_18.2;0-100;504_51AL_18.2;61,174108;100-0
504_49qV_18.2;100-0;504_51AL_18.2;40,456095;0-100
950_111BqV_41.9;0-100;950_111AR_41.8;59,578644;100-0
950_109BpV_41.8;100-0;950_111AR_41.8;38,325135;0-100
555_263AqV_83.4;0-100;555_255BR_83.5;66,175147;100-0
555_255BqV_83.5;0-100;555_255BR_83.5;35,983653;0-100
542_1267BqV_30.0;100-0;542_1277AL_30.0;31,258962;0-100
542_1277BpV_30.0;0-100;542_1277AL_30.0;70,894661;100-0
135_915ApV_45.7;0-100;135_915AR_45.7;29,127788;0-100
135_916AqV_45.8;100-0;135_915AR_45.7;69,971525;100-0
586_147BqV_80.8;100-0;586_149AL_80.8;44,858036;0-100
586_151BqV_80.8;0-100;586_149AL_80.8;56,009926;100-0
506_97pV_44.0;0-100;506_91L_43.9;84,506474;100-0
506_89BqV_43.9;100-0;506_91L_43.9;15,068919;0-100
135_917AqV_45.8;100-0;135_915AL_45.7;70,517128;100-0
135_915AqV_45.7;0-100;135_915AL_45.7;29,645561;0-100
135_914ApV_45.7;0-100;135_914AR_45.7;27,381614;0-100
135_916ApV_45.8;100-0;135_914AR_45.7;69,905913;100-0
586_2505BqV_80.2;100-0;586_2513AL_80.2;41,311655;0-100
586_2513BpV_80.3;0-100;586_2513AL_80.2;58,685087;100-0
603_79BpV_2.5;100-0;603_81AR_2.5;44,400817;0-100
603_81BqV_2.5;0-100;603_81AR_2.5;57,18084;100-0
531_511BqV_35.8;0-100;531_511AR_35.7;60,307766;100-0
531_509BpV_35.8;100-0;531_511AR_35.7;42,02826;0-100
542_1253BqV_29.9;0-100;542_1249AL_29.8;60,719406;100-0
542_1245BqV_29.9;100-0;542_1249AL_29.8;40,999696;0-100
135_909AqV_45.1;100-0;135_904AR_45.0;81,029485;100-0
135_904ApV_45.0;0-100;135_904AR_45.0;17,929242;0-100
950_55BqV_40.8;100-0;950_59AL_40.8;31,62614;0-100
950_59BpV_40.8;0-100;950_59AL_40.8;66,228819;100-0
586_277AqV_81.2;100-0;586_385AR_81.1;81,102731;100-0
586_381BpV_81.1;100-0;586_385AR_81.1;18,768291;0-100
586_2503BpV_80.2;100-0;586_2515AR_80.2;41,314177;0-100
586_2515BqV_80.3;0-100;586_2515AR_80.2;58,687318;100-0
542_1263BpV_29.9;0-100;542_1263AL_29.9;69,078368;100-0
542_1253BqV_29.9;100-0;542_1263AL_29.9;28,947737;0-100
506_97qV_44.0;100-0;506_141AL_44.0;20,615051;0-100
506_141BpV_44.1;0-100;506_141AL_44.0;79,555222;100-0
543_139BpV_44.9;0-100;543_139AL_44.8;62,080441;100-0
543_137BqV_44.9;100-0;543_139AL_44.8;40,149823;0-100
586_295BpV_81.3;100-0;586_297AR_81.3;17,327838;0-100
586_321BpV_81.4;0-100;586_297AR_81.3;84,796886;100-0
543_155BqV_45.0;100-0;543_157AL_45.0;5,998816;0-100
543_169BqV_45.3;0-100;543_157AL_45.0;94,04842;100-0
506_165BpV_44.4;0-100;506_165AL_44.2;78,102279;100-0
506_159BqV_44.3;100-0;506_165AL_44.2;22,009277;0-100
586_283BqV_81.2;100-0;586_285AL_81.2;44,509201;0-100
586_285BpV_81.3;0-100;586_285AL_81.2;55,190452;100-0
506_39BqV_43.2;0-100;506_39AR_43.2;61,765798;100-0
506_31BpV_43.2;100-0;506_39AR_43.2;34,942808;0-100
506_31BqV_43.2;0-100;506_31AR_43.1;60,351831;100-0
506_31ApV_43.1;0-100;506_31AR_43.1;37,661878;0-100
545_225BpV_23.8;0-100;545_225AL_23.7;53,431063;100-0
545_155BpV_23.0;0-100;545_153AR_23.0;58,827468;100-0
545_151BpV_23.0;100-0;545_153AR_23.0;42,029245;0-100
520_139qV_0.7;0-100;520_135AR_0.6;75,423969;100-0
520_133pV_0.6;100-0;520_135AR_0.6;24,239841;0-100
501_143qV_80.7;0-100;501_141AR_80.6;79,769744;100-0
501_133pV_80.7;100-0;501_141AR_80.6;20,793915;0-100
924_2303BqV_34.1;100-0;924_3239AL_34.1;38,222461;0-100
924_3239BpV_34.2;0-100;924_3239AL_34.1;59,780237;100-0
618_107BqV_51.1;0-100;618_107AL_51.3;90,38442;100-0
618_107ApV_51.3;0-100;618_107AL_51.3;9,998094;0-100
924_345AqV_36.0;0-100;924_345AL_36.0;10,049225;0-100
924_349AqV_36.2;100-0;924_345AL_36.0;91,151348;100-0
545_79BpV_22.3;100-0;545_81AR_22.3;41,387249;0-100
545_83BpV_22.4;0-100;545_81AR_22.3;58,425552;100-0
545_75BqV_22.3;100-0;545_81BR_22.4;58,366433;100-0
545_81BqV_22.4;0-100;545_81BR_22.4;41,38998;0-100
924_3549BqV_35.6;100-0;924_341BL_36.0;96,06515;100-0
924_341ApV_36.0;100-0;924_341BL_36.0;3,97647;0-100
927_3075BqV_905.5;0-100;927_3075AR_905.4;60,748737;100-0
927_3071BpV_905.5;100-0;927_3075AR_905.4;39,189712;0-100
618_113qV_51.1;100-0;618_115AR_51.1;41,367751;0-100
618_115BpV_51.0;0-100;618_115AR_51.1;58,766194;100-0
545_93BpV_22.5;0-100;545_93AL_22.4;63,304396;100-0
545_91BqV_22.4;100-0;545_93AL_22.4;37,660108;0-100
924_361AqV_36.5;0-100;924_359BR_36.4;62,876222;100-0
924_359ApV_36.4;100-0;924_359BR_36.4;37,311469;0-100
539_53BpV_79.2;100-0;539_47BL_79.3;87,925446;100-0
539_47BpV_79.3;0-100;539_47BL_79.3;12,41058;0-100
924_3237BpV_34.2;0-100;924_3237BL_34.2;39,675189;0-100
924_2303BpV_34.1;100-0;924_3237BL_34.2;61,174349;100-0
924_345ApV_36.0;0-100;924_345AR_36.0;9,96544;0-100
924_349ApV_36.2;100-0;924_345AR_36.0;91,156489;100-0
520_129BpV_0.7;100-0;520_141BL_0.7;59,746324;100-0
520_141BpV_0.7;0-100;520_141BL_0.7;41,174353;0-100
950_121qV_7.1;0-100;950_119R_7.0;67,989264;100-0
950_113pV_7.0;100-0;950_119R_7.0;28,599068;0-100
950_337BpV_17.4;0-100;950_335AR_17.3;58,378057;100-0
950_333pV_17.4;100-0;950_335AR_17.3;41,49069;0-100
618_113pV_51.1;100-0;618_115AL_51.1;41,105868;0-100
618_117BpV_51.0;0-100;618_115AL_51.1;58,405049;100-0
618_115BqV_51.0;0-100;618_115BL_51.0;41,383124;0-100
618_107BqV_51.1;100-0;618_115BL_51.0;58,368598;100-0
618_107BpV_51.1;100-0;618_117AL_51.1;41,006007;0-100
618_117BqV_51.0;0-100;618_117AL_51.1;58,327989;100-0
517_37BqV_69.1;0-100;517_37BR_69.1;46,31908;0-100
517_35BpV_69.1;100-0;517_37BR_69.1;53,274368;100-0
531_2585pV_34.7;0-100;531_2567L_34.5;81,365077;100-0
531_2557qV_34.6;100-0;531_2567L_34.5;18,671412;0-100
531_2569qV_34.6;0-100;531_2567R_34.5;62,576662;100-0
531_2557pV_34.6;100-0;531_2567R_34.5;37,159823;0-100
545_75BqV_22.3;0-100;545_75AR_22.3;58,632599;100-0
545_73pV_22.3;100-0;545_75AR_22.3;39,778012;0-100
545_91BqV_22.4;0-100;545_75AL_22.3;86,276867;100-0
545_73qV_22.3;100-0;545_75AL_22.3;13,28653;0-100
520_125qV_0.6;100-0;520_127AL_0.6;41,432962;0-100
520_127BpV_0.7;0-100;520_127AL_0.6;58,218767;100-0
539_45BpV_79.3;100-0;539_47AR_79.2;36,868559;0-100
539_47BqV_79.3;0-100;539_47AR_79.2;64,708384;100-0
803_82AqV_103.7;0-100;803_82AL_103.7;42,063521;0-100
803_84ApV_103.8;100-0;803_82AL_103.7;57,914308;100-0
927_954AqV_905.7;0-100;927_953AR_905.7;64,337179;100-0
927_953ApV_905.7;0-100;927_953AR_905.7;42,389023;0-100
950_965qV_12.6;100-0;950_235AR_12.5;86,269397;100-0
950_233BpV_12.6;100-0;950_235AR_12.5;13,639597;0-100
528_39BqV_28.8;0-100;528_37BV_28.7;7,457672;100-0
564_1311qV_23.5;0-100;564_1311L_23.5;51,766648;0-100
564_1335qV_23.6;100-0;564_1331V_23.6;45,691562;100-0
508_851qV_91.0;100-0;508_853L_91.0;33,150199;0-100
508_851qV_91.0;0-100;508_815V_91.0;1,847414;100-0
508_851pV_91.0;0-100;508_823V_91.0;46,765474;100-0
508_859pV_91.1;100-0;508_861R_91.0;18,695773;0-100
508_859pV_91.1;0-100;508_855R_91.0;67,238293;100-0
508_859qV_91.1;100-0;508_861L_91.0;6,542704;0-100
608_37BpV_88.1;100-0;608_903R_88.0;10,028315;0-100
608_37BpV_88.1;0-100;608_37BL_88.1;21,681284;0-100
588_413BpV_2.9;100-0;588_415BR_2.9;65,703504;100-0
588_413BpV_2.9;0-100;588_413AL_2.8;69,962979;100-0
588_413BqV_2.9;100-0;588_417AL_2.9;33,820609;0-100
588_413BqV_2.9;0-100;588_389V_2.6;94,338824;100-0
606_49qV_0.1;100-0;606_51AL_0.0;32,360884;0-100
606_49qV_0.1;0-100;606_49R_0.1;13,924047;0-100
520_157BpV_36.6;100-0;520_159R_36.5;51,30607;0-100
520_157BqV_36.6;100-0;520_159L_36.5;74,953004;0-100
520_157BqV_36.6;0-100;520_157BR_36.6;11,555505;0-100
526_15BpV_4.2;100-0;526_17AR_4.1;32,955047;0-100
526_15BpV_4.2;0-100;526_15BL_4.2;2,662257;0-100
950_405qV_26.9;100-0;950_407AL_26.8;72,228966;0-100
950_405qV_26.9;0-100;950_405R_26.9;6,277651;0-100
603_904ApV_3.7;100-0;603_904BL_3.8;7,9032;0-100
603_904AqV_3.7;0-100;603_901R_4.1;95,293442;100-0
035_141qV_52.9;100-0;035_143AL_52.8;22,564613;0-100
035_141qV_52.9;0-100;035_133BV_52.2;97,587001;100-0
135_909ApV_45.1;100-0;135_908L_45.1;73,194891;100-0
135_909ApV_45.1;0-100;135_909AR_45.1;2,931801;0-100
135_909AqV_45.1;0-100;135_909AL_45.1;2,920485;0-100
076_1617pV_11.6;100-0;076_1619R_11.6;2,390561;0-100
076_1617qV_11.6;100-0;076_1619L_11.6;35,062818;0-100
552_2183pV_83.2;100-0;552_2135R_82.6;97,241983;100-0
552_2183pV_83.2;0-100;552_2183R_83.2;12,443431;0-100
518_125qV_63.6;100-0;518_127R_63.7;30,311323;0-100
518_125pV_63.6;100-0;518_121L_63.6;81,538256;100-0
518_125pV_63.6;0-100;518_125R_63.6;1,676423;0-100
606_71BpV_0.3;100-0;606_73AR_0.3;18,435017;0-100
606_71BpV_0.3;0-100;606_67BV_0.3;14,654342;100-0
950_379pV_18.3;0-100;950_379R_18.3;16,631009;0-100
924_3549BpV_35.6;100-0;924_3557R_35.5;1,713008;0-100
924_3547BqV_35.6;100-0;924_3555L_35.5;1,619031;0-100
924_3547BqV_35.6;0-100;924_3547AR_35.5;80,035975;100-0
950_233BqV_12.6;100-0;950_235AL_12.5;29,193718;0-100
950_233BqV_12.6;0-100;950_215L_11.8;97,596639;100-0
950_233BpV_12.6;0-100;950_233AL_12.5;66,38687;100-0
664_131BpV_43.0;100-0;664_133R_42.9;19,882795;0-100
664_131BpV_43.0;0-100;664_121AR_42.4;96,985264;100-0
950_201qV_11.7;100-0;950_203L_11.7;32,451461;0-100
950_201qV_11.7;0-100;950_201R_11.7;29,755962;0-100
506_131BqV_44.0;100-0;506_133AL_44.0;55,942626;0-100
506_131BqV_44.0;0-100;506_131AR_44.0;65,090111;100-0
506_131BpV_44.0;0-100;506_123BV_44.0;42,469276;100-0
506_133BpV_44.1;100-0;506_135AR_44.0;19,35126;0-100
506_133BpV_44.1;0-100;506_127AL_44.0;67,648499;100-0
506_133BqV_44.1;100-0;506_135AL_44.0;7,521372;0-100
950_931L_11.5;100-0;469_233V_201.7;100;100-0
927_3051BpV_905.4;100-0;927_3053AR_905.3;67,810784;100-0
927_3051BpV_905.4;0-100;927_3051BR_905.4;70,492424;0-100
603_143qV_3.3;100-0;603_145AL_3.3;33,225199;0-100
603_143qV_3.3;0-100;603_123V_3.3;62,108336;100-0
940_391BpV_43.3;100-0;940_393R_43.3;59,463233;0-100
924_3549AqV_35.5;100-0;924_3551R_35.5;11,610362;0-100
664_131BqV_43.0;100-0;664_133L_42.9;2,444984;0-100
664_131BqV_43.0;0-100;664_131AR_42.9;70,097841;100-0
504_71AL_18.3;0-100;504_81V_18.7;0;0-100
504_81V_18.7;0-100;504_85AL_18.7;0;0-100
504_81V_18.7;0-100;504_85AR_18.7;0;0-100
081_961R_74.4;100-0;081_961V_74.4;0;0-100
081_961R_74.4;0-100;486_956L_75.0;100;100-0
081_961R_74.4;0-100;081_976V_74.5;100;100-0
063_103BL_19.4;100-0;063_103BV_19.4;0;0-100
063_103BL_19.4;0-100;063_259BV_2.6;100;100-0
082_137AL_1.5;0-100;556_1407V_5.5;0;0-100
127_391BV_48.6;0-100;127_415AL_49.4;0;0-100
127_391BV_48.6;0-100;127_415AR_49.4;0;0-100
054_1275AL_43.6;0-100;054_1275BV_43.7;0;0-100
478_1589R_1.9;100-0;478_1589V_1.9;0;0-100
478_1589R_1.9;0-100;478_1653R_2.2;100;100-0
486_103L_205.2;100-0;486_86L_205.3;100;100-0
564_1363L_23.7;0-100;564_1367L_23.8;0;0-100
564_1363L_23.7;0-100;564_1367R_23.8;0;0-100
478_1599V_2.1;0-100;478_1643R_2.2;100;100-0
531_2665R_34.7;0-100;531_2667V_34.8;0;0-100
486_909L_75.5;0-100;486_913V_75.9;0;0-100
486_954R_75.1;0-100;486_955L_75.1;0;0-100
486_954R_75.1;0-100;486_955R_75.1;0;0-100
486_953R_75.1;0-100;486_954L_75.1;0;0-100
486_953R_75.1;0-100;486_954R_75.1;0;0-100
112_467BV_67.2;0-100;112_6265V_72.8;0;0-100
144_1505R_151.8;100-0;144_785BV_153.6;100;100-0
144_1505R_151.8;0-100;589_971BV_149.6;100;100-0
654_423R_50.3;0-100;654_429V_50.5;0;0-100
654_425V_50.4;0-100;654_427L_50.4;0;0-100
654_425V_50.4;0-100;654_427R_50.4;0;0-100
047_33AL_41.9;100-0;047_9R_41.1;100;100-0
047_33AL_41.9;0-100;047_33BV_41.9;0;0-100
047_41R_42.5;0-100;047_43AL_42.6;0;0-100
047_41R_42.5;0-100;047_43AR_42.6;0;0-100
501_175BV_81.0;0-100;552_2111L_82.2;0;0-100
501_175BV_81.0;0-100;552_2111R_82.2;0;0-100
586_283AL_81.2;0-100;586_285AL_81.2;0;0-100
139_333R_176.3;0-100;139_5011L_177.2;0;0-100
139_333R_176.3;0-100;139_5011R_177.2;0;0-100
127_395BR_48.7;100-0;127_395BV_48.7;0;0-100
127_479BV_73.8;0-100;127_483V_73.9;0;0-100
011_311L_69.8;0-100;011_315L_69.6;0;0-100
011_311L_69.8;0-100;011_315R_69.6;0;0-100
531_2701R_35.4;0-100;531_2703V_35.5;0;0-100
926_4127L_1.5;0-100;926_4131L_1.7;0;0-100
926_4127L_1.5;0-100;926_4131R_1.7;0;0-100
531_1459R_1.2;100-0;531_1459V_1.2;0;0-100
084_13BV_10.4;100-0;084_9BV_10.0;100;100-0
084_13BV_10.4;0-100;527_31BL_16.5;100;100-0
084_13BV_10.4;0-100;527_33R_16.4;0;0-100
035_97L_46.1;100-0;035_97V_46.1;0;0-100
035_109L_46.7;100-0;035_97L_46.1;100;100-0
035_109L_46.7;0-100;035_117V_46.9;0;0-100
926_4111V_1.6;0-100;926_4129L_1.7;0;0-100
926_4111V_1.6;0-100;926_4129R_1.7;0;0-100
531_863R_1.5;100-0;531_865R_1.5;0;0-100
531_863R_1.5;0-100;531_867L_1.6;0;0-100
531_863R_1.5;0-100;531_867R_1.6;0;0-100
550_101AR_25.9;100-0;550_97BR_25.9;0;0-100
926_4123L_1.4;100-0;926_4123V_1.4;0;0-100
603_4239L_2.5;0-100;603_87BL_2.7;100;100-0
666_4223R_47.6;0-100;666_4225V_47.7;0;0-100
486_413V_77.6;0-100;525_427V_77.8;0;0-100
603_3079V_2.5;0-100;603_71AR_2.4;100;100-0
924_2353AR_35.6;100-0;924_2353AV_35.6;0;0-100
924_2353AR_35.6;0-100;924_2353BV_35.7;0;0-100
012_375BV_34.2;0-100;654_391L_48.5;0;0-100
012_375BV_34.2;0-100;654_391R_48.5;0;0-100
078_207R_64.9;0-100;078_229V_66.0;0;0-100
525_441BV_78.2;0-100;525_477V_78.9;0;0-100
478_1259BpV_1.8;0-100;478_1259AL_1.7;58,602187;100-0
478_1259AqV_1.7;0-100;478_1259AL_1.7;41,25944;0-100
618_23BqV_58.6;0-100;618_23AR_58.5;58,667747;100-0
618_21BpV_58.5;100-0;618_23AR_58.5;41,295438;0-100
586_257BpV_81.1;100-0;586_385BL_81.2;81,30152;100-0
586_277ApV_81.2;100-0;586_385BL_81.2;18,767682;0-100
586_139BqV_80.8;100-0;586_141AL_80.8;43,974086;0-100
586_143BqV_80.8;0-100;586_141AL_80.8;56,526091;100-0
586_2515BqV_80.3;100-0;586_2529AL_80.2;20,784418;0-100
586_2541BpV_80.4;0-100;586_2529AL_80.2;79,216221;100-0
011_67AqV_69.0;100-0;011_37BL_68.7;94,513081;100-0
011_37AqV_68.7;100-0;011_37BL_68.7;4,983489;0-100
543_171BqV_45.3;0-100;543_155AL_44.9;95,392252;100-0
543_149BqV_45.0;100-0;543_155AL_44.9;4,505171;0-100
543_149BpV_45.0;100-0;543_155AR_44.9;37,512892;0-100
543_155BqV_45.0;0-100;543_155AR_44.9;61,122433;100-0
504_49pV_18.2;100-0;504_51AR_18.2;40,662014;0-100
504_51BqV_18.2;0-100;504_51AR_18.2;61,408408;100-0
543_173BpV_45.3;0-100;543_173AL_45.3;61,458301;100-0
543_171BqV_45.3;100-0;543_173AL_45.3;39,004971;0-100
586_63BqV_80.4;100-0;586_69L_80.4;18,651775;0-100
586_95pV_80.5;0-100;586_69L_80.4;81,383859;100-0
823_18AqV_5.0;0-100;823_18AL_5.0;2,305584;0-100
823_21ApV_5.7;100-0;823_18AL_5.0;97,642524;100-0
163_1029AqV_43.9;100-0;163_1027AR_43.9;60,457396;100-0
163_1027ApV_43.9;0-100;163_1027AR_43.9;37,384994;0-100
163_1031AqV_44.0;0-100;163_1031AL_44.0;4,480029;0-100
163_1039ApV_44.3;100-0;163_1031AL_44.0;95,519994;100-0
586_2503BqV_80.2;100-0;586_2515AL_80.2;41,572441;0-100
586_2517BqV_80.3;0-100;586_2515AL_80.2;58,437733;100-0
586_2527BpV_80.3;0-100;586_2527AL_80.2;58,69065;100-0
586_2517BqV_80.3;100-0;586_2527AL_80.2;41,318092;0-100
011_67AqV_69.0;0-100;011_67AL_69.0;40,96285;0-100
011_68ApV_69.0;100-0;011_67AL_69.0;58,276114;100-0
504_63BpV_18.3;0-100;504_63BL_18.3;39,763704;0-100
504_61BpV_18.3;100-0;504_63BL_18.3;61,186724;100-0
542_1251qV_29.9;100-0;542_1253AL_29.8;40,95723;0-100
542_1253BpV_29.9;0-100;542_1253AL_29.8;60,874645;100-0
550_99BqV_25.9;100-0;550_103L_25.9;20,009076;0-100
550_105pV_26.0;0-100;550_103L_25.9;81,253293;100-0
542_1261BpV_29.9;0-100;542_1261BL_29.9;31,412923;0-100
542_1253BpV_29.9;100-0;542_1261BL_29.9;71,037197;100-0
506_121BqV_44.2;100-0;506_159AL_44.2;19,623604;0-100
506_159BpV_44.3;0-100;506_159AL_44.2;78,12841;100-0
618_27BpV_58.6;0-100;618_27AL_58.5;62,479088;100-0
618_25BqV_58.6;100-0;618_27AL_58.5;36,6878;0-100
485_57AqV_100.9;0-100;485_51AR_100.8;56,156912;100-0
485_51ApV_100.8;0-100;485_51AR_100.8;43,894898;0-100
478_1229pV_1.8;0-100;478_1229L_1.8;40,757375;0-100
478_1239qV_1.7;0-100;478_1229L_1.8;57,969898;100-0
163_1031AqV_44.0;100-0;163_1029AR_43.9;64,809006;100-0
163_1029ApV_43.9;0-100;163_1029AR_43.9;35,188905;0-100
485_98AqV_101.2;100-0;485_59AR_100.9;94,387755;100-0
485_59ApV_100.9;0-100;485_59AR_100.9;5,929629;0-100
485_98ApV_101.2;100-0;485_97AL_101.1;62,86302;100-0
485_97AqV_101.1;0-100;485_97AL_101.1;41,412287;0-100
527_89BqV_17.3;100-0;527_91AL_17.2;41,757622;0-100
527_91BpV_17.3;0-100;527_91AL_17.2;55,039947;100-0
528_39BpV_28.8;100-0;528_43BR_28.8;52,978838;100-0
528_43BqV_28.8;0-100;528_43BR_28.8;46,161969;0-100
564_1305qV_23.5;0-100;564_1305L_23.5;40,984258;0-100
564_1311qV_23.5;100-0;564_1305L_23.5;58,163711;100-0
518_183qV_64.6;0-100;518_125L_63.6;98,207163;100-0
518_125qV_63.6;0-100;518_125L_63.6;1,616603;0-100
924_353AqV_36.2;100-0;924_351AR_36.2;65,715848;100-0
501_177BpV_81.0;0-100;501_151L_80.7;92,74764;100-0
501_149BqV_80.8;100-0;501_151L_80.7;7,396709;0-100
517_87pV_69.4;0-100;517_87L_69.4;21,269301;0-100
517_933AqV_69.3;0-100;517_87L_69.4;78,72213;100-0
517_89BpV_69.5;0-100;517_89AL_69.4;57,535544;100-0
517_87qV_69.4;100-0;517_89AL_69.4;41,512452;0-100
545_81BpV_22.4;100-0;545_91AR_22.3;5,139272;0-100
545_107BqV_22.7;0-100;545_91AR_22.3;94,867862;100-0
950_349qV_17.5;100-0;950_347R_17.4;61,337199;100-0
950_345BpV_17.5;100-0;950_347R_17.4;38,662939;0-100
550_85BqV_25.7;0-100;550_85AR_25.7;59,754907;100-0
550_83BpV_25.7;100-0;550_85AR_25.7;41,41943;0-100
